code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,Average_Assesment_Score,Total_no_of_material_use
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,Pass,62.6,5975.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,72.0,1754.0
AAA,2013J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,73.6,931.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,70.4,4294.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,73.0,1992.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,53.6,470.0
AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,83.6,11139.0
AAA,2013J,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass,67.25,1216.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,76.0,1401.0
AAA,2013J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,78.4,519.0
AAA,2013J,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,66.6,1734.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,61.2,2386.0
AAA,2013J,M,London Region,A Level or Equivalent,30-40%,35-55,0,330,Y,Withdrawn,35.666666666666664,1430.0
AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,60.33333333333334,849.0
AAA,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,69.6,1146.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,67.8,685.0
AAA,2013J,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,59.75,1967.0
AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,65.6,701.0
AAA,2013J,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,82.4,4712.0
AAA,2013J,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,66.0,1262.0
AAA,2013J,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,52.6,1888.0
AAA,2013J,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,Pass,70.0,2385.0
AAA,2013J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,Y,Withdrawn,0.0,0.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,62.2,3385.0
AAA,2013J,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,73.8,1454.0
AAA,2013J,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,70.0,231.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,69.0,1346.0
AAA,2013J,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,66.0,4214.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,67.2,1401.0
AAA,2013J,F,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass,75.6,1455.0
AAA,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,71.2,1080.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,76.4,3236.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,54.5,2543.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,83.0,1685.0
AAA,2013J,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,51.4,307.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,61.2,303.0
AAA,2013J,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,32.0,1129.0
AAA,2013J,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,0.0,0.0
AAA,2013J,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0.0,0.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,57.2,565.0
AAA,2013J,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,80.0,593.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,73.2,1814.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,51.5,445.0
AAA,2013J,F,North Region,HE Qualification,,0-35,0,60,N,Fail,67.8,1588.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,68.0,373.0
AAA,2013J,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass,83.4,7182.0
AAA,2013J,M,South East Region,HE Qualification,20-30%,0-35,0,300,N,Withdrawn,0.0,0.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,75.6,2148.0
AAA,2013J,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,50.6,2146.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,73.4,749.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,73.0,818.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,46.8,574.0
AAA,2013J,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,80.0,1497.0
AAA,2013J,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,82.8,3344.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,77.6,2458.0
AAA,2013J,M,London Region,A Level or Equivalent,10-20,35-55,0,120,Y,Withdrawn,51.0,655.0
AAA,2013J,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,74.4,2684.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,60.6,622.0
AAA,2013J,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,24.66666666666667,183.0
AAA,2013J,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,70.0,1611.0
AAA,2013J,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,90.6,4187.0
AAA,2013J,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass,78.8,3424.0
AAA,2013J,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail,56.0,967.0
AAA,2013J,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,44.5,523.0
AAA,2013J,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn,67.0,2176.0
AAA,2013J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,79.6,323.0
AAA,2013J,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass,75.8,1949.0
AAA,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,55.6,1616.0
AAA,2013J,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,73.6,1690.0
AAA,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass,77.2,2864.0
AAA,2013J,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,79.4,3070.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,76.6,1617.0
AAA,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,60.8,1078.0
AAA,2013J,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass,61.75,470.0
AAA,2013J,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,78.0,1189.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,63.2,1216.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction,80.8,1080.0
AAA,2013J,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,0.0,0.0
AAA,2013J,F,North Region,HE Qualification,,35-55,0,60,N,Pass,62.6,2809.0
AAA,2013J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,64.8,1327.0
AAA,2013J,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,53.5,519.0
AAA,2013J,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,80.6,4441.0
AAA,2013J,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass,81.2,7262.0
AAA,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,71.2,650.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,65.4,248.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,71.8,1591.0
AAA,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,71.8,1359.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,0.0,0.0
AAA,2013J,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,75.4,988.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,70.8,1890.0
AAA,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,64.0,250.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,79.6,1326.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,73.6,2905.0
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,76.0,1868.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,72.6,2049.0
AAA,2013J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,76.4,1160.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,70.0,582.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,71.4,491.0
AAA,2013J,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,78.2,1181.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,64.8,1473.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,0.0,0.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,56.0,797.0
AAA,2013J,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,79.4,1964.0
AAA,2013J,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,65.6,2042.0
AAA,2013J,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,79.2,4109.0
AAA,2013J,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,51.2,2434.0
AAA,2013J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,82.6,1596.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,83.4,5974.0
AAA,2013J,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,84.2,641.0
AAA,2013J,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,63.2,808.0
AAA,2013J,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,76.0,612.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,57.2,280.0
AAA,2013J,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass,68.8,3720.0
AAA,2013J,F,North Region,HE Qualification,10-20,0-35,0,150,N,Fail,43.33333333333334,309.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,71.4,2287.0
AAA,2013J,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,78.6,2815.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,67.8,289.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,81.6,3929.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,84.8,2297.0
AAA,2013J,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Pass,58.25,472.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,79.4,4218.0
AAA,2013J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,67.8,758.0
AAA,2014J,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,61.8,2791.0
AAA,2014J,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,46.8,499.0
AAA,2014J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,86.2,2223.0
AAA,2014J,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,77.6,1590.0
AAA,2014J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,54.8,429.0
AAA,2014J,M,North Region,HE Qualification,30-40%,35-55,0,60,N,Pass,64.8,340.0
AAA,2014J,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,63.0,4938.0
AAA,2014J,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,71.0,1480.0
AAA,2014J,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,76.0,3648.0
AAA,2014J,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,73.4,1295.0
AAA,2014J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,71.6,683.0
AAA,2014J,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,51.4,912.0
AAA,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,67.0,5.0
AAA,2014J,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,80.2,6396.0
AAA,2014J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,81.8,950.0
AAA,2014J,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,60.66666666666666,1782.0
AAA,2014J,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,58.0,665.0
AAA,2014J,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,77.6,656.0
AAA,2014J,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,71.2,2280.0
AAA,2014J,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,50.0,802.0
AAA,2014J,M,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Pass,63.6,901.0
AAA,2014J,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,45.0,381.0
AAA,2014J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,82.6,1769.0
AAA,2014J,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,82.0,3722.0
AAA,2014J,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Pass,61.8,1377.0
AAA,2014J,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,67.8,3019.0
AAA,2014J,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,0.0,0.0
AAA,2014J,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,57.6,1695.0
AAA,2014J,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,67.0,2590.0
AAA,2014J,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,76.0,2259.0
AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,87.2,2042.0
AAA,2014J,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass,64.8,2195.0
AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,81.0,877.0
AAA,2014J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,78.4,1831.0
AAA,2014J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,58.4,1252.0
AAA,2014J,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,60.0,332.0
AAA,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,78.6,157.0
AAA,2014J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,65.4,4000.0
AAA,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,78.2,574.0
AAA,2014J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,0.0,0.0
AAA,2014J,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,Y,Pass,49.8,323.0
AAA,2014J,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,84.0,2291.0
AAA,2014J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,61.0,790.0
AAA,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,N,Pass,49.6,613.0
AAA,2014J,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,75.0,415.0
AAA,2014J,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass,63.4,368.0
AAA,2014J,M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,64.6,1107.0
AAA,2014J,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,Y,Pass,84.0,1948.0
AAA,2014J,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,66.4,2342.0
AAA,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,68.4,141.0
AAA,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,67.0,166.0
AAA,2014J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,71.0,765.0
AAA,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,77.4,1737.0
AAA,2014J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,74.0,4746.0
AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn,69.33333333333333,877.0
AAA,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,62.4,1300.0
AAA,2014J,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,77.0,1062.0
AAA,2014J,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Pass,76.0,2129.0
AAA,2014J,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,60.4,812.0
AAA,2014J,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,75.4,4841.0
AAA,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,65.0,1610.0
AAA,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,69.6,3779.0
AAA,2014J,F,East Anglian Region,HE Qualification,90-100%,35-55,0,270,N,Withdrawn,85.0,3018.0
AAA,2014J,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,65.6,833.0
AAA,2014J,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,59.6,236.0
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,70.8,3063.0
AAA,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,75.8,1836.0
AAA,2014J,M,East Midlands Region,HE Qualification,10-20,35-55,0,60,N,Pass,69.4,2135.0
AAA,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,66.0,930.0
AAA,2014J,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass,66.4,1114.0
AAA,2014J,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,83.0,4028.0
AAA,2014J,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Pass,70.6,2386.0
AAA,2014J,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,66.2,702.0
AAA,2014J,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,59.6,2811.0
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass,56.4,1067.0
AAA,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,46.4,201.0
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,72.4,2025.0
AAA,2014J,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,43.6,549.0
AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,67.2,1365.0
AAA,2014J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,85.0,2883.0
AAA,2014J,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,49.0,865.0
AAA,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,82.8,1987.0
AAA,2014J,M,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,80.6,6609.0
AAA,2014J,F,London Region,A Level or Equivalent,80-90%,35-55,1,120,N,Withdrawn,0.0,0.0
AAA,2014J,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,70.2,1178.0
AAA,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,74.0,2485.0
AAA,2014J,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,79.6,1594.0
AAA,2014J,M,North Region,Lower Than A Level,,35-55,0,60,N,Distinction,88.8,1444.0
AAA,2014J,F,South Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,53.8,359.0
AAA,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail,0.0,0.0
AAA,2014J,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,81.8,2080.0
AAA,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,54.0,251.0
AAA,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,45.0,2090.0
AAA,2014J,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,73.0,605.0
AAA,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,46.0,537.0
AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,67.66666666666667,12.0
AAA,2014J,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,72.4,895.0
AAA,2014J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,83.0,2682.0
AAA,2014J,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass,86.2,1157.0
AAA,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,72.8,2267.0
AAA,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,73.6,1845.0
AAA,2014J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,73.4,3275.0
AAA,2014J,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,0.0,0.0
AAA,2014J,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,75.2,1336.0
AAA,2014J,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,66.0,5805.0
AAA,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,84.6,311.0
AAA,2014J,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,81.6,1859.0
AAA,2014J,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,60.0,7901.0
AAA,2014J,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,Y,Pass,80.6,1422.0
AAA,2014J,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,77.6,2219.0
AAA,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,67.0,1097.0
AAA,2014J,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Pass,64.0,1642.0
AAA,2014J,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,77.2,1695.0
AAA,2014J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Fail,72.8,1681.0
AAA,2014J,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,79.2,1604.0
AAA,2014J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,52.8,193.0
AAA,2014J,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,85.2,1766.0
AAA,2014J,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,80.4,7163.0
AAA,2014J,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass,74.8,381.0
AAA,2014J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,75.6,3553.0
AAA,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,52.8,144.0
AAA,2014J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,66.0,560.0
AAA,2014J,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,76.0,2339.0
AAA,2014J,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,65.8,1168.0
AAA,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,0.0,0.0
AAA,2014J,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,80.8,6965.0
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,68.6,1435.0
AAA,2014J,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,82.4,4574.0
AAA,2014J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,75.2,2141.0
AAA,2014J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,0.0,0.0
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,55.8,2444.0
AAA,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,180,N,Withdrawn,0.0,0.0
AAA,2014J,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,49.8,487.0
AAA,2014J,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,59.6,1043.0
AAA,2014J,F,South Region,HE Qualification,90-100%,35-55,1,60,N,Distinction,84.8,4212.0
AAA,2014J,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,82.2,1648.0
AAA,2014J,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Fail,39.8,283.0
AAA,2014J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,70.2,604.0
